1-350,,Original works,,,,,
1,,Opera,,,,,
1,O1,Don Sanche (Le château de l'amour),vv ch orch,,1824–25,Stage,"opera in 1 act; libretto by Théaulon and de Rancé, after a story by Jean-Pierre Claris de Florian; first perf. 1825-10-17 in Paris; unpublished"
563/3,A109/3,Das Sterbeglöcklein,pf,,1844,"Piano, transcr.","arr. of the song Das Zügenglöcklein, D.871 by Franz Schubert"
563/4,A109/4,Trockne Blumen,pf,,1844,"Piano, transcr.","arr. of No.18 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert"
563/5,A109/5,Ungeduld,pf,,1844,"Piano, transcr.","arr. of No.7 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 1st version of S.565/6, S.565bis/6"
563/6,A109/6,Die Forelle,pf,,1844,"Piano, transcr.","arr. of the song Die Forelle, D.550 by Franz Schubert; 1st version of S.564"
564,A127,Die Forelle (Lied von Franz Schubert),pf,,1846,"Piano, transcr.","arr. of the song Die Forelle, D.550 by Franz Schubert; 2nd version of S.563/6"
565,A128,Müllerlieder von Franz Schubert,pf,,1846,"Piano, transcr.",1st version of S.565bis
565/1,A128/1,Das Wandern,pf,,1846,"Piano, transcr.","arr. of No.1 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 1st version of S.565bis/1"
565/2,A128/2,Der Müller und der Bach,pf,,1846,"Piano, transcr.","arr. of No.19 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 1st version of S.565bis/2"
565/3,A128/3,Der Jäger,pf,,1846,"Piano, transcr.","arr. of No.14 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 1st version of S.565bis/3"
565/4,A128/4,Die böse Farbe,pf,,1846,"Piano, transcr.","arr. of No.17 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 1st version of S.565bis/4"
565/5,A128/5,Wohin?,pf,,1846,"Piano, transcr.","arr. of No.2 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 1st version of S.565bis/5"
565/6,A128/6,Ungeduld,pf,,1846,"Piano, transcr.","arr. of No.7 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.563/5, S.565bis/6"
565bis,A128,Müllerlieder von Franz Schubert,pf,,1879,"Piano, transcr.",2nd (simplified) version of S.565
565bis/1,A128/1,Das Wandern,pf,,1879,"Piano, transcr.","arr. of No.1 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.565/1"
565bis/2,A128/2,Der Müller und der Bach,pf,,1879,"Piano, transcr.","arr. of No.19 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.565/2"
565bis/3,A128/3,Der Jäger,pf,,1879,"Piano, transcr.","arr. of No.14 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.565/3"
565bis/4,A128/4,Die böse Farbe,pf,,1879,"Piano, transcr.","arr. of No.17 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.565/4"
565bis/5,A128/5,Wohin?,pf,,1879,"Piano, transcr.","arr. of No.2 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.565/5"
565bis/6,A128/6,Ungeduld,pf,,1879,"Piano, transcr.","arr. of No.7 from the song cycle Die schöne Müllerin, D.795 by Franz Schubert; 2nd version of S.563/5, S.565/6"
565a,U14/1,Grosse Fantasie von Franz Schubert,pf,C major,1868,"Piano, transcr.","edited with additions to the Fantasie in C major, D.760 by Franz Schubert"
565b,U14/2,Impromptus von F. Schubert (4),pf,,1868,"Piano, transcr.","edited, with additions to Nos.2 and 3 of Impromptus, D.899 by Franz Schubert"
566,A133,Liebeslied (Widmung von Robert Schumann),pf,,1848,"Piano, transcr.","arr. of No.1 of Myrthen, Op.25 by Robert Schumann; 1st version of S.566a"
566a,A133,Liebeslied (Widmung von Robert Schumann),pf,,1850-59?,"Piano, transcr.",2nd version of S.566
567,A212,Lieder von Robert Schumann,pf,,1861,"Piano, transcr.",
567/1,A212/1,An den Sonnenschein,pf,,1861,"Piano, transcr.","arr. of No.4 of 6 Gedichte, Op.36 by Robert Schumann"
567/2,A212/2,Rotes Röslein,pf,,1861,"Piano, transcr.","arr. of No.2 of Lieder und Gesänge, Vol.I, Op.27 by Robert Schumann"
568,A257,Frühlingsnacht (Lied von Robert Schumann),pf,,1872,"Piano, transcr.",arr. of No.12 of Liederkreis by Robert Schumann
569,A264a,Lieder von Robert und Clara Schumann (10):,pf,,1874,"Piano, transcr.",
569/1,A264a/1,Weihnachtslied,pf,,1874,"Piano, transcr.","arr. of No.16 of Liederalbum für die Jugend, Op.79 by Robert Schumann"
569/2,A264a/2,Die wandelnde Glocke,pf,,1874,"Piano, transcr.","arr. of No.17 of Liederalbum für die Jugend, Op.79 by Robert Schumann"
569/3,A264a/3,Frühlings Ankunft,pf,,1874,"Piano, transcr.","arr. of No.19 of Liederalbum für die Jugend, Op.79 by Robert Schumann"
569/4,A264a/4,Des Sennen Abschied,pf,,1874,"Piano, transcr.","arr. of No.22 of Liederalbum für die Jugend, Op.79 by Robert Schumann"
569/5,A264a/5,Er ist's,pf,,1874,"Piano, transcr.","arr. of No.23 of Liederalbum für die Jugend, Op.79 by Robert Schumann"
569/6,A264a/6,Nur wer die Sehnsucht kennt,pf,,1874,"Piano, transcr.","arr. of No.3 of Lieder und Gesänge aus Wilhelm Meister, Op.98a by Schumann"
569/7,A264a/7,An die Türen will ich schleichen,pf,,1874,"Piano, transcr.","arr. of No.5 of 'Lieder und Gesänge aus Wilhelm Meister, Op.98a by Schumann"
569/8,A264b/1,Warum willst du and're fragen,pf,,1874,"Piano, transcr.","arr. of No.9 of Gedichte aus Ru?ckerts Liebesfru?hling, Op.12, by Clara Schumann"
569/9,A264b/2,Ich hab' in deinem Auge,pf,,1874,"Piano, transcr.","arr. of No.5 of 6 Lieder, Op.13, by Clara Schumann"
569/10,A264b/3,Geheimes Flüstern hier und dort,pf,,1874,"Piano, transcr.","arr. of No.10 of 6 Lieder aus Jucunde von Rollet, Op.23, by Clara Schumann"
570,A306,Provenzalisches Minnelied (von Robert Schumann),pf,,1881,"Piano, transcr.","arr. of No.4 of Des Sängers Fluch, Op.139 by Robert Schumann"
570a,V16,Polka de salon (Einleitung und Coda zu Smetanas Polka),pf,F? major,1885,"Piano, transcr.","additions and revisions to No.1 of 3 Polkas de salon, Op.7 by Bed?ich Smetana"
571,A275,Die Rose (Romanze von Louis Spohr),pf,,1876,"Piano, transcr.","arr. of Zemire's romance from the opera Zemire und Azor, by Louis Spohr"
571a,V15,Valse-Caprice No.3 (Einleitung und Schlußtakte zu Tausigs dritter Valse-Caprice),pf,,1880,"Piano, transcr.",additions and revisions to of Valse-Caprice No.3 by Carl Tausig; formerly S.167a
572,A292,Marche hongroise de Szabadi (Revive Szegedin!),pf,,1879,"Piano, transcr.",arr. of the Marche héroïque de Szabadi by Jules Massenet.
573,A258,Einleitung und Ungarischer Marsch von Graf Imre Széchényi (Bevezetés és magyar induló Gróf Széchényi Imrétõl ),pf,,1872,"Piano, transcr.",based on the Ungarischer Marsch by Imre Széchényi
573a,A297,Seconda Mazurka di Tirindelli,pf,,1880,"Piano, transcr.",additions and revisions to Mazurka No.2 by Pier Adolfo Tirindelli
574,A122,Ouvertüre zur Webers Oper Oberon,pf,,1846,"Piano, transcr.","arr. of the overture from the opera Oberon, J.306 by Carl Maria von Weber"
575,A129,Ouvertüre aus Webers Oper Der Freischütz,pf,,1846,"Piano, transcr.","arr. of the overture from the opera Der Freischütz, Op.77 by Carl Maria von Weber"
576,A121,Webers Jubelovertüre,pf,,1846,"Piano, transcr.","arr. of the Jubel-Ouvertüre, Op.59 by Carl Maria von Weber"
576a,—,Konzertstück (von Weber),pf,,1868–70,"Piano, transcr.",arr. of the Konzertstück. Op.79 by Carl Maria von Weber
577/1,A87,I Love (Romanze von Wielhorski),pf,,1842,"Piano, transcr.","arr. of the romance I Love by Mikhail Vielgorsky; 2nd version of S.577/2, S.577bis, and S.577ter"
577/2,A87,Autrefois (Romance du Comte Mikaïl Yourievitch Wielhorsky),pf,,1843,"Piano, transcr.","4th version of S.577/1, S.577bis, and S.577ter"
577bis,—,"Romance ""Lyubila ya""",pf,,1842?,"Piano, transcr.","1st version of S.577ter, S.577/1, and S.577/2"
577ter,—,"Romance ""Lyubila ya""",pf,,1843?,"Piano, transcr.","3rd version of S.577bis, S.577/1, and S.577/2"
577a-634b,,Pianoforte duet,,,,,
577a,T33,12 Nocturnes (John Field),pf4h,,1877,"Piano, 4 hands, arr.",
577a/1,T33/1,Nocturne No.1,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.1 in E? major, H.24, by John Field"
577a/2,T33/2,Nocturne No.2,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.2 in C minor, H.25, by John Field"
577a/3,T33/3,Nocturne No.3,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.3 in A? major, H.26, by John Field"
577a/4,T33/4,Nocturne No.4,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.4 in A major, H.36, by John Field"
577a/5,T33/5,Nocturne No.5,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.5 in B? major, H.37, by John Field"
577a/6,T33/6,Nocturne No.6,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.6 in F major, H.40, by John Field"
577a/7,T33/7,Nocturne No.7,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Pastorale in A major, H.14, by John Field"
577a/8,T33/8,Nocturne No.8,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Romance in E? major, H.30, by John Field"
577a/9,T33/9,Nocturne No.9,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.8 in E minor, H.46, by John Field"
577a/10,T33/10,Nocturne No.10,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.17 in E major, H.65, by John Field"
577a/11,T33/11,Nocturne No.11,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.11 in E? major, H.56, by John Field"
577a/12,T33/12,Nocturne No.12,pf4h,,1877,"Piano, 4 hands, arr.","arr. of Nocturne No.18 in E major (""Midi""), H.13, by John Field"
578,B27,Die Legende von der Heiligen Elisabeth:,pf4h,,1862–66?,"Piano, 4 hands, arr.",arr. from S.2
578/1,B27/1,Orchester Einleitung,pf4h,,1862–66?,"Piano, 4 hands, arr.",arr. of Introduction from S.2
578/2,B27/2,Marsch der Kreuzritter,pf4h,,1862–66?,"Piano, 4 hands, arr.",arr. of No.3e from S.2
578/3,B27/3,Der Sturm,pf4h,,1862–66?,"Piano, 4 hands, arr.",arr. of No.4d from S.2
578/4,B27/4,Interludium,pf4h,,1862–66?,"Piano, 4 hands, arr.",arr. of No.6a from S.2
579,B30,Orchestersätze aus dem Oratorium Christus (2):,pf4h,,1866–73?,"Piano, 4 hands, arr.",arr. from S.3
579/1,B30/1,Hirtengespiel an der Krippe,pf4h,,1866–73?,"Piano, 4 hands, arr.",arr. of No.4 from S.3
579/2,B30/2,Die heiligen drei Könige,pf4h,,1866–73?,"Piano, 4 hands, arr.",arr. of No.5 from S.3
580,B42,Excelsior! (Preludio zu dem Glocken des Strassburger Münsters),pf4h,,1874,"Piano, 4 hands, arr.",arr. of prelude from S.6
581,B31,Aus der Ungarischen Krönungsmesse,pf4h,,1869,"Piano, 4 hands, arr.",arr. from S.11
581/1,B31/1,Benedictus,pf4h,,1869,"Piano, 4 hands, arr.",arr. of No.5 from S.11
581/2,B31/2,Offertorium,pf4h,,1869,"Piano, 4 hands, arr.",arr. of No.7 from S.11
582,B53,O Lamm Gottes!,pf4h,,1878-79,"Piano, 4 hands, arr.",arr. of S.504b/7
583,B52,Via Crucis (Les 14 stations de la croix),pf4h,,1878–79,"Piano, 4 hands, arr.",arr. of S.53
584,B6,Fest-Cantate für die Inaugurations-Feier des Beethoven-Denkmals in Bonn,pf4h,,1845,"Piano, 4 hands, arr.",arr. of S.67
585,B24,Pastorale (Schnitterchor aus dem Entfesselten Prometheus),pf4h,,1861,"Piano, 4 hands, arr.",arr. of No.4 from S.69/2
586,B34,Gaudeamus igitur (Humoreske),pf4h,,1870?,"Piano, 4 hands, arr.",arr. of S.71a
587,B7,Marche héroique,pf4h,,1848?,"Piano, 4 hands, arr.",arr. of S.510
588,B16,Weimars Volkslied,pf4h,,1857,"Piano, 4 hands, arr.",arr. of S.313
589,B37,Ce qu'on entend sur la montagne (Symphonic Poem No.1),pf4h,,1874,"Piano, 4 hands, arr.",arr. of S.95 (3rd version)
590,B20,Tasso: Lamento e Trionfo,pf4h,,1858,"Piano, 4 hands, arr.",arr. of S.96
,,(Symphonic Poem No.2),,,,,
591,B12,Les préludes,pf4h,,1853–58,"Piano, 4 hands, arr.",arr. of S.97
,,(Symphonic Poem No.3),,,,,
592,B17,Orpheus,pf4h,,1858,"Piano, 4 hands, arr.",arr. of S.98
,,(Symphonic Poem No.4),,,,,
593,B18,Prometheus,pf4h,,1858?,"Piano, 4 hands, arr.",arr. of S.99
,,(Symphonic Poem No.5),,,,,
594,B38,Mazeppa,pf4h,,1874,"Piano, 4 hands, arr.",arr. of S.100
,,(Symphonic Poem No.6),,,,,
595,B13,Festklänge,pf4h,,1854–61,"Piano, 4 hands, arr.",arr. of S.101
,,(Symphonic Poem No.7),,,,,
596,B39,Hungaria,pf4h,,1874,"Piano, 4 hands, arr.",arr. of S.103
,,(Symphonic Poem No.9),,,,,
596a,B49,Héroïde funèbre,pf4h,,1877,"Piano, 4 hands, arr.",arr. of S.102
,,(Symphonic Poem No.8),,,,,
596b,B51,Hunnenschlacht,pf4h,,1877,"Piano, 4 hands, arr.",arr. of S.105
,,(Symphonic Poem No.11),,,,,
596c,B44,Die Ideale,pf4h,,1874–77,"Piano, 4 hands, arr.",arr. of S.106 by Liszt and Giovanni Sgambati
,,(Symphonic Poem No.12),,,,,
597,B40,Hamlet,pf4h,,1874,"Piano, 4 hands, arr.",arr. of S.104
,,(Symphonic Poem No.10),,,,,
598,B55,Von der Wiege bis zum Grabe (From the Cradle to the Grave),pf4h,,1881,"Piano, 4 hands, arr.",arr. of S.107
,,(Symphonic Poem No.13),,,,,
599,B15,Episoden aus Lenau's Faust (2),pf4h,,1856–61?,"Piano, 4 hands, arr.",arr. of S.110
599/1,B15/1,Der nächtliche Zug,pf4h,,1856–61?,"Piano, 4 hands, arr.",arr. of S.110/1
599/2,B15/2,Der Tanz in der Dorfschenke (Mephisto Waltz),pf4h,,1856–61?,"Piano, 4 hands, arr.",arr. of S.110/2
600,B54,Mephisto Waltz No.2,pf4h,,1880–81,"Piano, 4 hands, arr.",arr. of S.515
—,B23,Odes funèbres (3):,pf4h,,1860–69,"Piano, 4 hands, arr.",arr. from S.112
601,B23/1,Les morts,pf4h,,1860,"Piano, 4 hands, arr.",arr. of S.112/1
602,B23/2,La notte,pf4h,,1866,"Piano, 4 hands, arr.",arr. of S.112/2
603,B23/3,Le triomphe funèbre du Tasse,pf4h,,1866–69,"Piano, 4 hands, arr.",arr. of S.112/3
604/1,B28/1,Boze co? Polsk?,pf4h,,1863,"Piano, 4 hands, arr.",arr. of S.113/1
604/2,B28/2,Salve Polonia (Interludium aus dem Oratorium St. Stanislaus),pf4h,,1884,"Piano, 4 hands, arr.",arr. of S.113/2
605,B22,Künstlerfestzug zur Schillerfeier 1859,pf4h,,1859,"Piano, 4 hands, arr.",arr. of S.114
606,B19,Festmarsch zur Goethe-Jubiläumfeier,pf4h,,1858?,"Piano, 4 hands, arr.",arr. of S.115
607,B21,Festmarsch nach Motiven von E.H.z.S.-C.-G.,pf4h,,1858–59,"Piano, 4 hands, arr.",arr. of S.116
608,B33,Rákóczi-Marsch,pf4h,,1870,"Piano, 4 hands, arr.",arr. of S.117
609,B32,Ungarischer Marsch zur Krönungsfeier in Ofen-Pest am 8. Juni 1867,pf4h,,1870,"Piano, 4 hands, arr.",arr. of S.118
610,B46,Ungarischer Sturmmarsch (Hungarian Battle March),pf4h,,1875,"Piano, 4 hands, arr.",arr. of S.119
611,W7,Epithalam (zu Eduard Reményi‘s Vermählungsfeier),pf4h,,1872,"Piano, 4 hands, arr.",arr. of S.129; Liszt's authorship doubtful
612,B36,Elegy No.1,pf4h,,1874,"Piano, 4 hands, arr.",arr. of S.196
612a,B43,Weihnachtsbaum,pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a; 1st version of S.613
612a/1,B43/1,Psallite (Altes Weihnacthen),pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/1; 1st version of S.613/1
612a/2,B43/2,O heilige Nacht!,pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/2; 1st version of S.613/2
612a/3,B43/3,"Die Hirten an der Krippe (""In dulci jubilo"")",pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/3; 1st version of S.613/3
612a/4,B43/4,Adeste fideles (gleichsam als Marsch der heiligen drei Konige),pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/4; 1st version of S.613/4
612a/5,B43/5,Scherzoso,pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/5; 1st version of S.613/5
612a/6,B43/6,Reveille-Matin (Wecker),pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/6; 1st version of S.613/6
612a/7,B43/7,Schlummerlied,pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/7; 1st version of S.613/7
612a/8,B43/8,(Alt-provenzalisches Noel),pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/8; 1st version of S.613/8
612a/9,B43/9,(Abendglocken),pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/9; 1st version of S.613/9
612a/10,B43/10,(Ehemals),pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/10; 1st version of S.613/10
612a/11,B43/11,Ungarisch,pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/11; 1st version of S.613/11
612a/12,B43/12,Polnisch,pf4h,,1875?,"Piano, 4 hands, arr.",arr. of S.185a/12; 1st version of S.613/12
613,B43,Weihnachtsbaum,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186; 2nd version of S.613
613/1,B43/1,Altes Weihnacthen (Psalite),pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/1; 2nd version of S.613/1
613/2,B43/2,O heilige Nacht!,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/2; 2nd version of S.613/2
613/3,B43/3,"Die Hirten an der Krippe (""In dulci jubilo"")",pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/3; 2nd version of S.613/3
613/4,B43/4,Adeste fideles (Gleichsam als Marsch der heiligen drei Konige,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/4; 2nd version of S.613/4
613/5,B43/5,Scherzoso (Man zündet die Kerzen des Baumes an),pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/5; 2nd version of S.613/5
613/6,B43/6,Carillon,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/6; 2nd version of S.613/6
613/7,B43/7,Schlummerlied,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/7; 2nd version of S.613/7
613/8,B43/8,Altes provenzalisches Weihnachtslied,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/8; 2nd version of S.613/8
613/9,B43/9,Abendglocken,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/9; 2nd version of S.613/9
613/10,B43/10,Ehemals,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/10; 2nd version of S.613/10
613/11,B43/11,Ungarisch,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/11; 2nd version of S.613/11
613/12,B43/12,Polnisch,pf4h,,1876–81,"Piano, 4 hands, arr.",arr. of S.186/12; 2nd version of S.613/12
614,B50,Dem Andenken Petöfis,pf4h,,1877,"Piano, 4 hands, arr.",arr. of S.349
615,B1,Grande valse di bravura (La bal de Berne),pf4h,,1836,"Piano, 4 hands, arr.",arr. of S.209
615a,—,Mephisto Waltz No.3,pf4h,,1883,"Piano, 4 hands, arr.",arr. of S.216
616,B2,Grand galop chromatique,pf4h,,1838,"Piano, 4 hands, arr.",arr. of S.219
617,B56,Csárdás macabre,pf4h,,1881–82,"Piano, 4 hands, arr.",arr. of S.224 [by Liszt and János Végh?]
618,W11,Csárdás obstiné,pf4h,,1884?,"Piano, 4 hands, arr.",arr. of S.225/2 [Liszt's authorship uncertain]
618a,B14,Vom Fels zum Meer! (Deutscher Siegesmarsch),pf4h,,1853–56?,"Piano, 4 hands, arr.",arr. of S.229
619,B59,Bülow-Marsch,pf4h,,1883,"Piano, 4 hands, arr.",arr. of S.230
619a,B48,Festpolonaise,pf4h,,1876,"Piano, 4 hands, arr.",arr. of S.230a
620,B3,Hussitenlied (Aus dem 15. Jahrhundert),pf4h,,1840–41,"Piano, 4 hands, arr.",arr. of S.234
621,B41,Hungarian Rhapsodies (6):,pf4h,,1857–60,"Piano, 4 hands, arr.",arr. of S.359
621/1,B41/1,Hungarian Rhapsody No.1,pf4h,F minor,1860,"Piano, 4 hands, arr.",arr. of S.359/1 (based on S.244/14)
621/2,B41/2,Hungarian Rhapsody No.2,pf4h,D minor,1860,"Piano, 4 hands, arr.",arr. of S.359/2 (based on S.244/12)
621/3,B41/3,Hungarian Rhapsody No.3,pf4h,D major,1860,"Piano, 4 hands, arr.",arr. of S.359/3 (based on S.244/6)
621/4,B41/4,Hungarian Rhapsody No.4,pf4h,D minor,1860,"Piano, 4 hands, arr.",arr. of S.359/4 (based on S.244/2)
621/5,B41/5,Hungarian Rhapsody No.5 (Héroïde-élégiaque),pf4h,E minor,1860,"Piano, 4 hands, arr.",arr. of S.359/5 (based on S.244/5)
621/6,B41/6,Hungarian Rhapsody No.6 (Pesther Carneval),pf4h,,1860,"Piano, 4 hands, arr.",arr. of S.359/6 (based on S.244/9)
622,B57,Ungarische Rhapsodie zu den Budapester Munkácsy-Feierlichkeiten,pf4h,,1882,"Piano, 4 hands, arr.",arr. of S.244/16
623,W12,Hungarian Rhapsody No.18,pf4h,,1885,"Piano, 4 hands, arr.",arr. of S.244/18 (Liszt's authorshop doubtful)
623a,W13,Hungarian Rhapsody No.19,pf4h,,1885?,"Piano, 4 hands, arr.",arr. of S.244/19 (Liszt's authorshop doubtful)
624,B8,"Fantasie und Fuge über den Choral Ad nos, ad salutarem undam",pf4h,,1850,"Piano, 4 hands, arr.",arr. of S.259; published as S.414/4
625,B29,Der Papsthymnus,pf4h,,1865,"Piano, 4 hands, arr.",arr. of S.261
626,B60,Magyar király-dal (Ungarisches Königslied),pf4h,,1883,"Piano, 4 hands, arr.",arr. of S.340
627,B9,Grand fantaisie de concert sur des motifs favoris de l'opera La sonnambula,pf4h,,1852,"Piano, 4 hands, arr.",arr. of S.393
628,B10,Bénédiction et serment (Deux motifs de Benvenuto Cellini de Berlioz),pf4h,,1852–53,"Piano, 4 hands, arr.",arr. of S.396
628a,B5,Marche et Cavatine de Lucie de Lammermoor,pf4h,,1844?,"Piano, 4 hands, arr.",arr. of S.398
628b,—,Szózat und Hymnus (2 vaterländische Dichtungen von Vörösmarty and Kölcsey),pf4h,,1873,"Piano, 4 hands, arr.",arr. of S.353 (Liszt's authorship doubtful)
629,B45,Tscherkessenmarsch aus Glinkas Oper Rußlan und Ludmilla,pf4h,,1875,"Piano, 4 hands, arr.",arr. of S.406/2
630,W2,Réminiscences de Robert le diable (Valse infernale),pf4h,,1841-43,"Piano, 4 hands, arr.",arr. of S.413 (Liszt's authorship doubtful)
631,B11,Andante Finale und Marsch aus der Oper König Alfred,pf4h,,1853?,"Piano, 4 hands, arr.",arr. of S.421
631/1,B11/1,Andante,pf4h,,1853?,"Piano, 4 hands, arr.",arr. of S.421/1
631/2,B11/2,Marsch,pf4h,,1853?,"Piano, 4 hands, arr.",arr. of S.421/2
632,B35,Franz Schuberts Märsche (4),pf4h,,1859–70,"Piano, 4 hands, arr.",arr. from S.363
632/1,B35/1,(Vivace),pf4h,B minor,1859–70,"Piano, 4 hands, arr.",arr. of S.363/1
632/2,B35/2,Trauermarsch,pf4h,E? minor,1859–70,"Piano, 4 hands, arr.",arr. of S.363/2
632/3,B35/3,Reitermarsch,pf4h,C major,1859–70,"Piano, 4 hands, arr.",arr. of S.363/3
632/4,B35/4,Ungarischer Marsch,pf4h,D minor,1859–70,"Piano, 4 hands, arr.",arr. of S.363/4
633,B26,À la Chapelle Sixtine (Miserere d'Allegri et Ave verum Corpus de Mozart),pf4h,,1865,"Piano, 4 hands, arr.",arr. of S.461/2
634,B4,Grand septuor de Beethoven,pf4h,,1840–42,"Piano, 4 hands, arr.",arr. of S.465
634a,B47,Adagio von Die Zauberflöte (Der welcher wandelt diese Strasse),pf4h,,1875–81?,"Piano, 4 hands, arr.","arr. of ""Der, welcher wandelt diese Straße voll Beschwerden"" from Act II of the opera Die Zauberflöte, K.620 by Wolfgang Amadeus Mozart"
634b,B25,Stücke aus Tannhäuser und Lohengrin (2):,pf4h,,1862?,"Piano, 4 hands, arr.",arr. of S.445
634b/1,B25/1,Einzug der Gäste auf der Wartburg,pf4h,,1862?,"Piano, 4 hands, arr.",arr. of S.445/1a
634b/2,B25/2,Elsas Brautzug zum Münster,pf4h,,1862?,"Piano, 4 hands, arr.",arr. of S.445/2
635-657b,,Two pianofortes,,,,,
635,C9,Ce qu'on entend sur la montagne (Symphonic Poem No.1),2pf,,1854–56,"Piano, 2 pianos, arr.",arr. of S.95
636,C10,Tasso: Lamento e Trionfo,2pf,,1854–56,"Piano, 2 pianos, arr.",arr. of S.96
,,(Symphonic Poem No.2),,,,,
637,C11,Les préludes,2pf,,1855?,"Piano, 2 pianos, arr.",arr. of S.97
,,(Symphonic Poem No.3),,,,,
638,C12,Orpheus,2pf,,1855–56,"Piano, 2 pianos, arr.",arr. of S.98
,,(Symphonic Poem No.4),,,,,
639,C14,Prometheus,2pf,,1855–56,"Piano, 2 pianos, arr.",arr. of S.99
,,(Symphonic Poem No.5),,,,,
640,C13,Mazeppa,2pf,,1855,"Piano, 2 pianos, arr.",arr. of S.100
,,(Symphonic Poem No.6),,,,,
641,C7,Festklänge,2pf,,1853,"Piano, 2 pianos, arr.",arr. of S.101
,,(Symphonic Poem No.7),,,,,
642,C15,Héroïde funèbre,2pf,,1854–56,"Piano, 2 pianos, arr.",arr. of S.102
,,(Symphonic Poem No.8),,,,,
643,C16,Hungaria,2pf,,1855–56,"Piano, 2 pianos, arr.",arr. of S.103
,,(Symphonic Poem No.9),,,,,
644,C22,Hamlet,2pf,,1858–60,"Piano, 2 pianos, arr.",arr. of S.104
,,(Symphonic Poem No.10),,,,,
645,C21,Hunnenschlacht,2pf,,1857–60,"Piano, 2 pianos, arr.",arr. of S.105
,,(Symphonic Poem No.11),,,,,
646,C17,Die Ideale,2pf,,1857–58,"Piano, 2 pianos, arr.",arr. of S.106
,,(Symphonic Poem No.12),,,,,
647,C19,Faust Symphony (Eine Faust-Symphonie),2pf,,1856,"Piano, 2 pianos, arr.",arr. of S.108
648,C20,Dante Symphony (Eine Symphonie zu Dantes Divina Commedia),2pf,,1856–57,"Piano, 2 pianos, arr.",arr. of S.109
649,C6,Fantasie über Motiven aus Beethovens Ruinen von Athen,2pf,,1852,"Piano, 2 pianos, arr.",arr. of S.122
650,C8,Piano Concerto No.1,2pf,E? major,1853–56?,"Piano, 2 pianos, arr.",arr. of S.124
651,C23,Piano Concerto No.2,2pf,A major,1859,"Piano, 2 pianos, arr.",arr. of S.125
652,C24,Totentanz,2pf,,1859–65?,"Piano, 2 pianos, arr.",arr. of S.126/2
